Excipient_CID,Excipient_Smiles,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,RingCount,FractionCSP3,HeavyAtomCount,fr_NH2,fr_NH1,fr_ester,fr_amide,fr_aldehyde,fr_ketone,fr_phenol,fr_ether,fr_epoxide,fr_halogen,fr_COO
17734,CNC1=C(C=C(C=C1)N(CCO)CCO)[N+](=O)[O-],255.274,0.4275,98.87,3.0,6.0,7.0,1.0,1.0,0.45454547,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19116,C1=CC=C(C=C1)N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+],467.392,-3.6408,185.37,2.0,10.0,4.0,3.0,3.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19660,C(=O)([O-])[O-],60.008,-2.447,63.19,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19700,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=CC=C5S(=O)(=O)[O-].[Na+].[Na+],792.865,-0.9651,177.85,0.0,10.0,12.0,4.0,5.0,0.16216215,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20353,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)O)C,530.79,8.90486,72.83,1.0,4.0,16.0,1.0,2.0,0.75757575,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
22311,CC1=CCC(CC1)C(=C)C,136.238,3.3089,0.0,0.0,0.0,1.0,0.0,1.0,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22985,[NH4+].[N+](=O)([O-])[O-],80.043,0.1371,102.7,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23931,[Hg],200.59,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23954,[Ag],107.868,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23978,[Cu],63.546,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23994,[Zn],65.39,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24203,OP(=O)([O-])[O-].[Na+].[Na+],141.958,-8.1846,83.42,1.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24261,O=[Si]=O,60.084,-0.6184,34.14,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24268,[N+](=O)([O-])[O-].[Na+],84.994,-3.2351,66.2,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24401,[O-][Mn](=O)(=O)=O,118.934,-1.5479,74.27,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24424,[O-]S(=O)(=O)[O-].[Zn+2],161.453,-1.3405,80.26,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24434,[N+](=O)([O-])[O-].[K+],101.102,-3.2351,66.2,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24441,OP(=O)([O-])[O-].[Ca+2],136.056,-2.5734,83.42,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24451,OP(=O)([O-])OP(=O)(O)[O-].[Na+].[Na+],221.937,-8.0676,129.95,2.0,5.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24456,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2],310.174,-6.7916,172.5,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24462,[O-]S(=O)(=O)[O-].[Cu+2],159.609,-1.3405,80.26,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24470,[N+](=O)([O-])[O-].[Ag+],169.872,-0.2416,66.2,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24477,[O-]S(=O)(=S)[O-].[Na+].[Na+],158.111,-6.9985,63.19,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24497,[O-]S(=O)(=O)[O-].[Ca+2],136.141,-1.7188,80.26,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24526,ClCl,70.906,1.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
24638,OS(=O)(=O)Cl,116.525,0.028,54.37,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
24667,CC(C)(C)C1=C(C=CC(=C1)O)OC.CC(C)(C)C1=C(C=CC(=C1)OC)O,360.494,5.3966,58.92,2.0,4.0,2.0,2.0,2.0,0.45454547,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
24671,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=NC4=C(C=C(C=C4C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],477.383,-4.7862,161.43,0.0,9.0,3.0,3.0,4.0,0.055555556,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
24699,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,358.563,5.1443,66.76,2.0,4.0,19.0,0.0,0.0,0.95238096,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24705,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,236.536,3.3912,18.46,0.0,2.0,4.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24748,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O,240.208,-3.2879,155.52,6.0,7.0,5.0,0.0,0.0,0.75,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
24751,CC1CO1.C1CO1,102.133,0.4217,25.06,0.0,2.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
24823,[O-][O+]=O,47.997,-1.122,51.43,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24844,O.O.[Cl-].[Cl-].[Ca+2],147.014,-8.0222,63.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
24928,O.O.[O-]S(=O)(=O)[O-].[Ca+2],172.171,-3.3682,143.26,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25100,CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(CCCCCC)O)OC(=O)CCCCCCCCCCC(CCCCCC)O)O,939.498,15.6815,139.59,3.0,9.0,53.0,0.0,0.0,0.94736844,66.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
25517,[NH4+].[Cl-],53.492,-2.6198,36.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26042,O=[Ti]=O,79.865,-0.2401,34.14,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26447,CC1CCC(C(=O)C1)C(C)C,154.253,2.6477,17.07,0.0,1.0,1.0,0.0,1.0,0.9,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26574,B([O-])([O-])[O-],58.809,-3.9478,69.18,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26924,O[Si](=O)[O-].O[Si](=O)[O-].[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Mg+2].[Mg+2].[Mg+2],379.263,-11.3888,247.1,2.0,10.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27099,[Cu+2],63.546,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27284,[Fe+2],55.845,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29936,[Fe+3],55.845,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30165,[I-],126.904,-2.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31296,C(Cl)(Br)Br,208.28,2.2986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
31348,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,189.099,-5.2526,140.62,1.0,7.0,5.0,0.0,0.0,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
31404,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,220.356,4.29562,20.23,1.0,1.0,0.0,1.0,1.0,0.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33258,CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O.[Na+].[Na+],496.43,-2.90598,168.58,1.0,10.0,5.0,3.0,3.0,0.11111111,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
47932,C1=CC(=C(C=C1N)N)OCCO.Cl.Cl,241.118,1.0657,81.5,3.0,4.0,3.0,1.0,1.0,0.25,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
61560,O.[O-2].[O-2].[O-2].[Fe+3].[Fe+3],177.702,-1.1861,117.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61817,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])[O-])S(=O)(=O)[O-].[Al+3],432.371,1.7562,162.18,0.0,9.0,4.0,3.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62238,CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO,512.948,11.7002,40.46,2.0,2.0,30.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62344,CN(C)C1=CC2=C(C=C1)C=C3C=CC(=CC3=N2)N(C)C,265.36,3.52,19.37,0.0,3.0,2.0,3.0,3.0,0.23529412,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62551,C(COCCOCCOCCOCCO)O,238.28,-0.9626,77.38,2.0,6.0,13.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
62698,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O,504.438,-7.573,268.68,11.0,16.0,7.0,0.0,3.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
68245,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-],338.699,-0.3815,132.68,6.0,6.0,1.0,3.0,3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
71406,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)OCCO)C,574.843,8.35576,82.06,1.0,6.0,18.0,1.0,2.0,0.7714286,41.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
71485,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O,397.635,-1.6561,128.84,5.0,8.0,5.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
71853,COC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O,1526.464,-20.5329,808.0,29.0,47.0,26.0,0.0,9.0,0.98214287,104.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
72041,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2OC(=O)C)O)OC3C(OC(C(C3OC(=O)C)O)OC4C(OC(C(C4OC(=O)C)O)OC)CO)CO)CO)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)C(=O)[O-])OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC)OC(=O)C)O)OC(=O)C)O)OC(=O)C)O)OC(=O)C)O)O,1691.484,-14.2468,713.69,16.0,49.0,32.0,0.0,8.0,0.8636364,116.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0
73981,[OH-].[OH-].[Mg+2],58.319,-0.7344,60.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75905,C=CC1=CC=C(C=C1)S(=O)(=O)O,184.216,1.5763,54.37,1.0,2.0,2.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84571,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,342.297,-5.3972,189.53,8.0,11.0,4.0,0.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
86472,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)C)C,472.754,9.05996,35.53,0.0,3.0,13.0,1.0,2.0,0.7741935,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
88735,C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,344.313,-5.7612,200.53,9.0,11.0,8.0,0.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
89597,CC1=CC(=C(C=C1)NC(=O)C(C(=O)C)N=NC2=C(C=C(C(=C2)Cl)C3=CC(=C(C=C3Cl)N=NC(C(=O)C)C(=O)NC4=C(C=C(C=C4)C)C)Cl)Cl)C,754.502,10.56088,141.78,2.0,8.0,11.0,4.0,4.0,0.22222222,50.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
91502,O[Fe]=O,88.851,-0.6783,37.3,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93374,C=O.C1(=NC(=NC(=N1)N)N)N,156.149,-1.5667,133.8,3.0,7.0,0.0,1.0,1.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101269,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)O,625.032,11.9567,72.83,1.0,5.0,36.0,0.0,0.0,0.94871795,44.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
102503,C1=CC=C(C=C1)C(=O)NC(CCCN=C(N)N)C(=O)NC2=CC3=CC=CC=C3C=C2.Cl,439.947,3.0523,122.6,4.0,3.0,8.0,3.0,3.0,0.17391305,31.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104748,OS(=O)[O-],81.072,-0.6615,60.36,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104755,[Ag+],107.868,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104804,CC(=C)C(=O)O.CC(=C)C(=O)O.CN(C)C,231.292,1.472,77.84,2.0,3.0,2.0,0.0,0.0,0.45454547,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
104805,O.O.OP(=O)([O-])[O-].[Ca+2],172.086,-4.2228,146.42,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104840,C1CO1.C(C(CO)O)O,136.147,-1.6515,73.22,3.0,4.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
104931,CCOC(=O)C=C.CC(=C)C(=O)OC.CC(=C)C(=O)OCC[N+](C)(C)C.[Cl-],407.935,-0.7131,78.9,0.0,6.0,7.0,0.0,0.0,0.5263158,27.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
104938,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.O,360.312,-6.2219,221.03,8.0,11.0,4.0,0.0,2.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
105075,OS(=O)(=O)O.[Fe],153.924,-0.6553,74.6,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107665,CCOC(=O)C=C.CC(=C)C(=O)O,186.207,1.3826,63.6,1.0,3.0,3.0,0.0,0.0,0.33333334,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
107689,CC(C(=O)O)O,90.078,-0.5482,57.53,2.0,2.0,1.0,0.0,0.0,0.6666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114690,CCCCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCC(=O)O.C(C(CO)O)O,633.008,10.2167,135.29,5.0,5.0,32.0,0.0,0.0,0.9459459,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
121950,CC(CO)O.CC(=O)O.CO.C(CC(=O)O)C(=O)O,286.277,-1.0053,172.59,6.0,6.0,4.0,0.0,0.0,0.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
